order_item_id,order_id,product_id,quantity,price,discount
ITEM_0001925,ORD_000937,PROD_00069,3,234.26,0.0
ITEM_0001926,ORD_000937,PROD_00027,3,72.62,0.0
ITEM_0001927,ORD_000938,PROD_00011,1,190.68,0.0
ITEM_0001928,ORD_000938,PROD_00155,3,169.27,0.0
ITEM_0001929,ORD_000939,PROD_00155,2,169.27,0.0
ITEM_0001930,ORD_000939,PROD_00108,1,90.68,0.0
ITEM_0001931,ORD_000940,PROD_00161,3,355.44,0.0
ITEM_0001932,ORD_000941,PROD_00026,3,161.7,0.0
ITEM_0001933,ORD_000941,PROD_00075,2,199.46,0.0
ITEM_0001934,ORD_000941,PROD_00106,3,99.16,0.0
ITEM_0001935,ORD_000941,PROD_00008,1,317.34,49.74
ITEM_0001936,ORD_000942,PROD_00143,3,174.82,0.0
ITEM_0001937,ORD_000943,PROD_00086,3,189.5,0.0
ITEM_0001938,ORD_000943,PROD_00091,1,67.7,0.0
ITEM_0001939,ORD_000943,PROD_00158,2,403.79,58.3
ITEM_0001940,ORD_000944,PROD_00052,2,78.01,0.0
ITEM_0001941,ORD_000944,PROD_00068,2,99.32,0.0
ITEM_0001942,ORD_000944,PROD_00182,1,427.02,0.0
ITEM_0001943,ORD_000945,PROD_00130,3,33.84,0.0
ITEM_0001944,ORD_000946,PROD_00020,1,175.8,21.02
ITEM_0001945,ORD_000946,PROD_00051,3,28.77,0.0
ITEM_0001946,ORD_000947,PROD_00099,1,398.11,0.0
ITEM_0001947,ORD_000948,PROD_00011,1,190.68,0.0
ITEM_0001948,ORD_000949,PROD_00057,1,419.98,0.0
ITEM_0001949,ORD_000949,PROD_00063,1,199.57,11.85
ITEM_0001950,ORD_000950,PROD_00142,1,202.55,0.0
ITEM_0001951,ORD_000950,PROD_00146,3,450.4,0.0
ITEM_0001952,ORD_000951,PROD_00095,2,484.11,0.0
ITEM_0001953,ORD_000952,PROD_00035,3,349.49,0.0
ITEM_0001954,ORD_000952,PROD_00083,1,209.04,0.0
ITEM_0001955,ORD_000952,PROD_00180,3,62.58,0.0
ITEM_0001956,ORD_000952,PROD_00064,3,396.37,0.0
ITEM_0001957,ORD_000953,PROD_00069,3,234.26,0.0
ITEM_0001958,ORD_000954,PROD_00044,3,60.27,0.0
ITEM_0001959,ORD_000954,PROD_00006,3,382.34,26.58
ITEM_0001960,ORD_000955,PROD_00146,1,450.4,0.0
ITEM_0001961,ORD_000955,PROD_00065,2,60.8,0.0
ITEM_0001962,ORD_000955,PROD_00187,1,206.41,0.0
ITEM_0001963,ORD_000956,PROD_00078,1,98.42,0.0
ITEM_0001964,ORD_000956,PROD_00085,3,224.7,0.0
ITEM_0001965,ORD_000957,PROD_00014,1,230.37,0.0
ITEM_0001966,ORD_000957,PROD_00183,1,172.04,0.0
ITEM_0001967,ORD_000957,PROD_00194,3,190.1,0.0
ITEM_0001968,ORD_000957,PROD_00092,1,498.22,0.0
ITEM_0001969,ORD_000957,PROD_00151,1,474.62,0.0
ITEM_0001970,ORD_000958,PROD_00031,1,499.99,40.35
ITEM_0001971,ORD_000958,PROD_00085,3,224.7,0.0
ITEM_0001972,ORD_000959,PROD_00088,1,383.91,27.27
ITEM_0001973,ORD_000960,PROD_00052,1,78.01,0.0
ITEM_0001974,ORD_000961,PROD_00006,1,382.34,0.0
ITEM_0001975,ORD_000961,PROD_00156,1,478.78,0.0
ITEM_0001976,ORD_000962,PROD_00002,2,181.19,0.0
ITEM_0001977,ORD_000962,PROD_00084,3,476.87,0.0
ITEM_0001978,ORD_000963,PROD_00138,2,189.15,25.84
ITEM_0001979,ORD_000963,PROD_00056,1,215.71,0.0
ITEM_0001980,ORD_000964,PROD_00114,1,286.17,0.0
ITEM_0001981,ORD_000964,PROD_00008,1,317.34,0.0
ITEM_0001982,ORD_000964,PROD_00160,2,491.31,0.0
ITEM_0001983,ORD_000965,PROD_00026,2,161.7,5.02
ITEM_0001984,ORD_000966,PROD_00030,1,114.95,0.0
ITEM_0001985,ORD_000966,PROD_00172,2,209.38,40.22
ITEM_0001986,ORD_000966,PROD_00142,2,202.55,16.38
ITEM_0001987,ORD_000967,PROD_00182,3,427.02,55.92
ITEM_0001988,ORD_000967,PROD_00194,3,190.1,0.0
ITEM_0001989,ORD_000967,PROD_00152,3,215.2,0.0
ITEM_0001990,ORD_000967,PROD_00026,2,161.7,0.0
ITEM_0001991,ORD_000968,PROD_00075,2,199.46,0.0
ITEM_0001992,ORD_000968,PROD_00161,1,355.44,0.0
ITEM_0001993,ORD_000968,PROD_00110,2,132.8,14.91
ITEM_0001994,ORD_000969,PROD_00198,1,301.95,0.0
ITEM_0001995,ORD_000969,PROD_00176,1,457.48,8.16
ITEM_0001996,ORD_000969,PROD_00179,3,151.84,0.0
ITEM_0001997,ORD_000970,PROD_00013,2,294.36,56.76
ITEM_0001998,ORD_000970,PROD_00078,1,98.42,0.0
ITEM_0001999,ORD_000971,PROD_00175,1,123.79,0.0
ITEM_0002000,ORD_000971,PROD_00179,1,151.84,0.0
ITEM_0002001,ORD_000972,PROD_00053,3,453.87,0.0
ITEM_0002002,ORD_000973,PROD_00075,1,199.46,0.0
ITEM_0002003,ORD_000973,PROD_00002,2,181.19,0.0
ITEM_0002004,ORD_000974,PROD_00040,3,474.09,63.39
ITEM_0002005,ORD_000974,PROD_00037,2,485.1,0.0
ITEM_0002006,ORD_000975,PROD_00106,2,99.16,17.87
ITEM_0002007,ORD_000976,PROD_00179,2,151.84,20.94
ITEM_0002008,ORD_000977,PROD_00126,2,408.6,60.48
ITEM_0002009,ORD_000977,PROD_00018,3,224.5,0.0
ITEM_0002010,ORD_000977,PROD_00047,3,410.18,0.0
ITEM_0002011,ORD_000977,PROD_00138,3,189.15,32.36
ITEM_0002012,ORD_000978,PROD_00052,2,78.01,8.09
ITEM_0002013,ORD_000978,PROD_00023,1,305.32,0.0
ITEM_0002014,ORD_000978,PROD_00143,1,174.82,1.33
ITEM_0002015,ORD_000979,PROD_00062,2,281.53,0.0
ITEM_0002016,ORD_000979,PROD_00112,1,92.63,0.0
ITEM_0002017,ORD_000979,PROD_00158,1,403.79,0.0
ITEM_0002018,ORD_000980,PROD_00040,2,474.09,0.0
ITEM_0002019,ORD_000981,PROD_00015,2,306.45,0.0
ITEM_0002020,ORD_000981,PROD_00101,1,73.59,2.86
ITEM_0002021,ORD_000981,PROD_00098,3,398.91,0.0
ITEM_0002022,ORD_000981,PROD_00040,1,474.09,0.0
ITEM_0002023,ORD_000982,PROD_00141,2,262.6,35.96
ITEM_0002024,ORD_000983,PROD_00186,1,449.55,9.33
ITEM_0002025,ORD_000983,PROD_00083,1,209.04,0.14
ITEM_0002026,ORD_000983,PROD_00095,1,484.11,0.0
ITEM_0002027,ORD_000984,PROD_00167,2,142.86,0.0
ITEM_0002028,ORD_000985,PROD_00175,2,123.79,0.0
ITEM_0002029,ORD_000985,PROD_00126,3,408.6,0.0
ITEM_0002030,ORD_000985,PROD_00157,1,183.6,0.0
ITEM_0002031,ORD_000986,PROD_00100,2,281.47,0.0
ITEM_0002032,ORD_000986,PROD_00066,2,31.72,0.0
ITEM_0002033,ORD_000986,PROD_00042,1,410.28,33.67
ITEM_0002034,ORD_000987,PROD_00104,2,324.75,0.0
ITEM_0002035,ORD_000988,PROD_00087,3,85.18,0.0
ITEM_0002036,ORD_000988,PROD_00084,3,476.87,0.0
ITEM_0002037,ORD_000989,PROD_00187,2,206.41,0.0
ITEM_0002038,ORD_000989,PROD_00169,2,453.54,0.0
ITEM_0002039,ORD_000989,PROD_00159,2,130.79,3.7
ITEM_0002040,ORD_000989,PROD_00094,1,450.35,0.0
ITEM_0002041,ORD_000990,PROD_00142,1,202.55,0.0
ITEM_0002042,ORD_000991,PROD_00146,3,450.4,88.61
ITEM_0002043,ORD_000992,PROD_00039,2,394.34,58.24
ITEM_0002044,ORD_000992,PROD_00106,2,99.16,0.0
ITEM_0002045,ORD_000992,PROD_00082,3,490.21,0.0
ITEM_0002046,ORD_000993,PROD_00003,1,82.37,0.0
ITEM_0002047,ORD_000994,PROD_00017,2,51.32,0.0
ITEM_0002048,ORD_000995,PROD_00075,3,199.46,35.13
ITEM_0002049,ORD_000995,PROD_00078,1,98.42,0.0
ITEM_0002050,ORD_000995,PROD_00026,3,161.7,0.0
ITEM_0002051,ORD_000996,PROD_00072,1,326.98,0.0
ITEM_0002052,ORD_000996,PROD_00177,3,467.62,0.0
ITEM_0002053,ORD_000997,PROD_00098,2,398.91,1.59
ITEM_0002054,ORD_000998,PROD_00126,3,408.6,0.0
ITEM_0002055,ORD_000999,PROD_00077,3,366.27,0.0
ITEM_0002056,ORD_001000,PROD_00183,1,172.04,0.0
ITEM_0002057,ORD_001001,PROD_00065,1,60.8,0.0
ITEM_0002058,ORD_001002,PROD_00062,3,281.53,0.0
ITEM_0002059,ORD_001003,PROD_00195,3,85.06,9.38
ITEM_0002060,ORD_001003,PROD_00169,1,453.54,0.0
ITEM_0002061,ORD_001003,PROD_00118,3,246.64,28.3
ITEM_0002062,ORD_001004,PROD_00010,3,258.6,0.0
ITEM_0002063,ORD_001005,PROD_00109,2,474.27,32.84
ITEM_0002064,ORD_001005,PROD_00105,2,72.88,0.0
ITEM_0002065,ORD_001005,PROD_00182,2,427.02,7.11
ITEM_0002066,ORD_001006,PROD_00131,1,330.59,11.71
ITEM_0002067,ORD_001006,PROD_00030,1,114.95,18.43
ITEM_0002068,ORD_001006,PROD_00006,1,382.34,0.0
ITEM_0002069,ORD_001006,PROD_00033,1,268.0,0.0
ITEM_0002070,ORD_001007,PROD_00118,2,246.64,0.0
ITEM_0002071,ORD_001007,PROD_00162,1,467.9,0.0
ITEM_0002072,ORD_001008,PROD_00048,2,36.1,0.0
ITEM_0002073,ORD_001008,PROD_00024,1,79.3,11.37
ITEM_0002074,ORD_001008,PROD_00184,2,101.24,0.0
ITEM_0002075,ORD_001008,PROD_00001,3,320.28,52.37
ITEM_0002076,ORD_001009,PROD_00152,1,215.2,0.0
ITEM_0002077,ORD_001009,PROD_00016,1,60.72,2.4
ITEM_0002078,ORD_001009,PROD_00114,1,286.17,0.0
ITEM_0002079,ORD_001010,PROD_00194,2,190.1,0.0
ITEM_0002080,ORD_001010,PROD_00059,3,10.77,0.89
ITEM_0002081,ORD_001010,PROD_00042,3,410.28,35.0
ITEM_0002082,ORD_001011,PROD_00175,1,123.79,1.55
ITEM_0002083,ORD_001011,PROD_00065,2,60.8,0.0
ITEM_0002084,ORD_001011,PROD_00073,1,434.24,0.0
ITEM_0002085,ORD_001012,PROD_00023,2,305.32,0.0
ITEM_0002086,ORD_001012,PROD_00082,3,490.21,0.0
ITEM_0002087,ORD_001012,PROD_00151,1,474.62,0.0
ITEM_0002088,ORD_001013,PROD_00128,2,440.75,0.0
ITEM_0002089,ORD_001013,PROD_00077,3,366.27,43.02
ITEM_0002090,ORD_001014,PROD_00104,2,324.75,0.0
ITEM_0002091,ORD_001014,PROD_00119,1,232.24,0.0
ITEM_0002092,ORD_001015,PROD_00098,2,398.91,0.0
ITEM_0002093,ORD_001015,PROD_00162,2,467.9,0.0
ITEM_0002094,ORD_001015,PROD_00039,3,394.34,0.0
ITEM_0002095,ORD_001016,PROD_00121,1,432.13,17.09
ITEM_0002096,ORD_001017,PROD_00141,2,262.6,0.0
ITEM_0002097,ORD_001017,PROD_00072,2,326.98,0.0
ITEM_0002098,ORD_001017,PROD_00059,1,10.77,0.0
ITEM_0002099,ORD_001017,PROD_00049,3,49.99,9.61
ITEM_0002100,ORD_001018,PROD_00133,2,384.29,0.0
ITEM_0002101,ORD_001019,PROD_00087,2,85.18,0.0
ITEM_0002102,ORD_001019,PROD_00162,2,467.9,0.0
ITEM_0002103,ORD_001020,PROD_00177,1,467.62,0.0
ITEM_0002104,ORD_001021,PROD_00054,3,278.91,48.63
ITEM_0002105,ORD_001021,PROD_00084,2,476.87,0.0
ITEM_0002106,ORD_001022,PROD_00179,2,151.84,0.0
ITEM_0002107,ORD_001022,PROD_00050,3,421.2,0.0
ITEM_0002108,ORD_001022,PROD_00033,1,268.0,0.0
ITEM_0002109,ORD_001023,PROD_00081,2,436.32,0.0
ITEM_0002110,ORD_001023,PROD_00131,3,330.59,0.0
ITEM_0002111,ORD_001023,PROD_00025,3,334.45,0.0
ITEM_0002112,ORD_001024,PROD_00198,2,301.95,0.0
ITEM_0002113,ORD_001025,PROD_00084,3,476.87,0.0
ITEM_0002114,ORD_001025,PROD_00092,1,498.22,0.0
ITEM_0002115,ORD_001026,PROD_00166,3,135.66,0.0
ITEM_0002116,ORD_001026,PROD_00049,2,49.99,0.0
ITEM_0002117,ORD_001027,PROD_00109,2,474.27,13.66
ITEM_0002118,ORD_001027,PROD_00180,1,62.58,8.06
ITEM_0002119,ORD_001027,PROD_00003,2,82.37,7.66
ITEM_0002120,ORD_001028,PROD_00195,1,85.06,0.0
ITEM_0002121,ORD_001028,PROD_00081,2,436.32,61.63
ITEM_0002122,ORD_001029,PROD_00005,1,476.13,31.09
ITEM_0002123,ORD_001030,PROD_00141,2,262.6,0.0
ITEM_0002124,ORD_001030,PROD_00007,2,325.07,39.86
ITEM_0002125,ORD_001030,PROD_00161,1,355.44,0.0
ITEM_0002126,ORD_001031,PROD_00184,3,101.24,1.29
ITEM_0002127,ORD_001032,PROD_00183,1,172.04,12.4
ITEM_0002128,ORD_001033,PROD_00127,1,383.93,0.0
ITEM_0002129,ORD_001033,PROD_00103,3,210.62,0.0
ITEM_0002130,ORD_001033,PROD_00140,3,403.94,66.48
ITEM_0002131,ORD_001034,PROD_00067,3,416.89,0.0
ITEM_0002132,ORD_001034,PROD_00059,1,10.77,1.82
ITEM_0002133,ORD_001034,PROD_00062,1,281.53,0.0
ITEM_0002134,ORD_001034,PROD_00015,1,306.45,14.26
ITEM_0002135,ORD_001035,PROD_00163,3,341.54,0.0
ITEM_0002136,ORD_001036,PROD_00141,1,262.6,1.89
ITEM_0002137,ORD_001036,PROD_00018,1,224.5,0.0
ITEM_0002138,ORD_001037,PROD_00043,2,35.57,3.81
ITEM_0002139,ORD_001038,PROD_00052,3,78.01,3.05
ITEM_0002140,ORD_001039,PROD_00115,3,474.79,0.0
ITEM_0002141,ORD_001039,PROD_00155,2,169.27,3.82
ITEM_0002142,ORD_001040,PROD_00192,3,346.18,0.0
ITEM_0002143,ORD_001040,PROD_00077,3,366.27,0.0
ITEM_0002144,ORD_001041,PROD_00065,1,60.8,0.0
ITEM_0002145,ORD_001042,PROD_00100,2,281.47,0.0
ITEM_0002146,ORD_001042,PROD_00185,1,340.46,0.0
ITEM_0002147,ORD_001042,PROD_00084,2,476.87,0.0
ITEM_0002148,ORD_001042,PROD_00118,2,246.64,0.0
ITEM_0002149,ORD_001043,PROD_00159,2,130.79,0.0
ITEM_0002150,ORD_001043,PROD_00013,2,294.36,0.0
ITEM_0002151,ORD_001043,PROD_00003,3,82.37,0.0
ITEM_0002152,ORD_001044,PROD_00109,2,474.27,39.6
ITEM_0002153,ORD_001044,PROD_00190,1,290.71,2.03
ITEM_0002154,ORD_001045,PROD_00053,3,453.87,0.0
ITEM_0002155,ORD_001045,PROD_00031,2,499.99,11.26
ITEM_0002156,ORD_001045,PROD_00163,3,341.54,59.41
ITEM_0002157,ORD_001045,PROD_00191,3,40.44,0.0
ITEM_0002158,ORD_001046,PROD_00188,1,468.55,37.25
ITEM_0002159,ORD_001046,PROD_00178,2,252.74,25.14
ITEM_0002160,ORD_001047,PROD_00012,1,429.09,0.0
ITEM_0002161,ORD_001047,PROD_00169,2,453.54,0.0
ITEM_0002162,ORD_001048,PROD_00049,1,49.99,0.0
ITEM_0002163,ORD_001049,PROD_00060,1,335.54,5.93
ITEM_0002164,ORD_001049,PROD_00184,2,101.24,0.0
ITEM_0002165,ORD_001049,PROD_00191,2,40.44,0.0
ITEM_0002166,ORD_001050,PROD_00083,3,209.04,0.0
ITEM_0002167,ORD_001050,PROD_00189,1,379.34,0.0
ITEM_0002168,ORD_001051,PROD_00173,2,328.76,0.0
ITEM_0002169,ORD_001052,PROD_00036,2,224.46,0.0
ITEM_0002170,ORD_001053,PROD_00011,2,190.68,0.0
ITEM_0002171,ORD_001054,PROD_00041,1,391.28,0.0
ITEM_0002172,ORD_001054,PROD_00147,2,242.55,20.32
ITEM_0002173,ORD_001054,PROD_00036,1,224.46,0.0
ITEM_0002174,ORD_001055,PROD_00141,3,262.6,0.0
ITEM_0002175,ORD_001056,PROD_00096,3,41.82,0.0
ITEM_0002176,ORD_001056,PROD_00141,2,262.6,18.44
ITEM_0002177,ORD_001056,PROD_00102,2,499.8,0.0
ITEM_0002178,ORD_001057,PROD_00193,3,162.38,25.77
ITEM_0002179,ORD_001057,PROD_00049,3,49.99,0.0
ITEM_0002180,ORD_001058,PROD_00194,2,190.1,0.0
ITEM_0002181,ORD_001059,PROD_00005,1,476.13,19.72
ITEM_0002182,ORD_001060,PROD_00092,3,498.22,0.0
ITEM_0002183,ORD_001061,PROD_00159,3,130.79,0.0
ITEM_0002184,ORD_001062,PROD_00090,2,370.48,0.0
ITEM_0002185,ORD_001062,PROD_00008,2,317.34,0.0
ITEM_0002186,ORD_001063,PROD_00007,1,325.07,0.0
ITEM_0002187,ORD_001063,PROD_00098,1,398.91,0.0
ITEM_0002188,ORD_001064,PROD_00025,3,334.45,0.0
ITEM_0002189,ORD_001064,PROD_00117,3,445.61,0.0
ITEM_0002190,ORD_001064,PROD_00098,1,398.91,0.0
ITEM_0002191,ORD_001065,PROD_00152,1,215.2,0.0
ITEM_0002192,ORD_001065,PROD_00173,2,328.76,11.92
ITEM_0002193,ORD_001066,PROD_00186,2,449.55,0.0
ITEM_0002194,ORD_001066,PROD_00013,3,294.36,0.0
ITEM_0002195,ORD_001067,PROD_00154,2,366.43,0.0
ITEM_0002196,ORD_001068,PROD_00100,3,281.47,0.0
ITEM_0002197,ORD_001069,PROD_00175,3,123.79,0.0
ITEM_0002198,ORD_001070,PROD_00190,3,290.71,0.0
ITEM_0002199,ORD_001071,PROD_00182,3,427.02,0.0
ITEM_0002200,ORD_001071,PROD_00135,3,257.09,24.35
ITEM_0002201,ORD_001072,PROD_00023,2,305.32,0.0
ITEM_0002202,ORD_001073,PROD_00036,1,224.46,3.88
ITEM_0002203,ORD_001074,PROD_00096,3,41.82,3.46
ITEM_0002204,ORD_001074,PROD_00143,3,174.82,7.08
ITEM_0002205,ORD_001074,PROD_00068,2,99.32,13.93
ITEM_0002206,ORD_001074,PROD_00123,1,166.37,0.0
ITEM_0002207,ORD_001074,PROD_00018,3,224.5,0.0
ITEM_0002208,ORD_001075,PROD_00036,2,224.46,0.0
ITEM_0002209,ORD_001076,PROD_00055,1,390.32,0.0
ITEM_0002210,ORD_001076,PROD_00026,3,161.7,0.0
ITEM_0002211,ORD_001077,PROD_00195,1,85.06,0.0
ITEM_0002212,ORD_001078,PROD_00161,2,355.44,0.0
ITEM_0002213,ORD_001078,PROD_00093,2,108.09,6.93
ITEM_0002214,ORD_001078,PROD_00058,2,262.53,35.27
ITEM_0002215,ORD_001079,PROD_00192,3,346.18,0.0
ITEM_0002216,ORD_001079,PROD_00033,3,268.0,0.0
ITEM_0002217,ORD_001079,PROD_00123,3,166.37,0.0
ITEM_0002218,ORD_001080,PROD_00111,2,316.26,5.37
ITEM_0002219,ORD_001080,PROD_00154,1,366.43,0.0
ITEM_0002220,ORD_001080,PROD_00008,1,317.34,0.0
ITEM_0002221,ORD_001081,PROD_00088,2,383.91,0.0
ITEM_0002222,ORD_001081,PROD_00078,2,98.42,0.0
ITEM_0002223,ORD_001081,PROD_00138,2,189.15,0.0
ITEM_0002224,ORD_001081,PROD_00155,3,169.27,0.0
ITEM_0002225,ORD_001081,PROD_00084,3,476.87,0.0
ITEM_0002226,ORD_001082,PROD_00088,3,383.91,0.0
ITEM_0002227,ORD_001082,PROD_00137,1,203.01,10.89
ITEM_0002228,ORD_001083,PROD_00083,2,209.04,0.0
ITEM_0002229,ORD_001083,PROD_00062,1,281.53,0.0
ITEM_0002230,ORD_001083,PROD_00145,3,340.17,0.0
ITEM_0002231,ORD_001083,PROD_00049,2,49.99,4.24
ITEM_0002232,ORD_001084,PROD_00049,3,49.99,0.0
ITEM_0002233,ORD_001084,PROD_00176,3,457.48,0.0
ITEM_0002234,ORD_001085,PROD_00075,1,199.46,0.0
ITEM_0002235,ORD_001085,PROD_00164,3,477.76,0.0
ITEM_0002236,ORD_001085,PROD_00064,1,396.37,0.0
ITEM_0002237,ORD_001086,PROD_00146,2,450.4,54.59
ITEM_0002238,ORD_001086,PROD_00118,2,246.64,18.58
ITEM_0002239,ORD_001086,PROD_00138,3,189.15,0.0
ITEM_0002240,ORD_001087,PROD_00127,2,383.93,0.0
ITEM_0002241,ORD_001088,PROD_00110,3,132.8,0.0
ITEM_0002242,ORD_001089,PROD_00047,1,410.18,0.0
ITEM_0002243,ORD_001090,PROD_00069,1,234.26,0.0
ITEM_0002244,ORD_001090,PROD_00033,3,268.0,0.0
ITEM_0002245,ORD_001091,PROD_00160,3,491.31,42.23
ITEM_0002246,ORD_001092,PROD_00061,1,477.17,55.74
ITEM_0002247,ORD_001093,PROD_00042,3,410.28,0.0
ITEM_0002248,ORD_001093,PROD_00024,2,79.3,0.0
ITEM_0002249,ORD_001094,PROD_00118,3,246.64,8.56
ITEM_0002250,ORD_001095,PROD_00112,3,92.63,0.0
ITEM_0002251,ORD_001095,PROD_00149,2,93.55,1.88
ITEM_0002252,ORD_001096,PROD_00099,2,398.11,60.92
ITEM_0002253,ORD_001096,PROD_00158,1,403.79,0.0
ITEM_0002254,ORD_001096,PROD_00193,2,162.38,0.0
ITEM_0002255,ORD_001097,PROD_00114,1,286.17,0.0
ITEM_0002256,ORD_001097,PROD_00156,3,478.78,80.14
ITEM_0002257,ORD_001098,PROD_00104,2,324.75,18.88
ITEM_0002258,ORD_001099,PROD_00145,3,340.17,0.0
ITEM_0002259,ORD_001099,PROD_00063,2,199.57,0.0
ITEM_0002260,ORD_001100,PROD_00112,3,92.63,0.0
ITEM_0002261,ORD_001101,PROD_00094,2,450.35,0.0
ITEM_0002262,ORD_001102,PROD_00010,1,258.6,0.0
ITEM_0002263,ORD_001102,PROD_00098,1,398.91,0.0
ITEM_0002264,ORD_001102,PROD_00094,1,450.35,62.63
ITEM_0002265,ORD_001103,PROD_00039,2,394.34,34.38
ITEM_0002266,ORD_001104,PROD_00060,3,335.54,43.93
ITEM_0002267,ORD_001104,PROD_00024,3,79.3,8.69
ITEM_0002268,ORD_001105,PROD_00155,1,169.27,26.51
ITEM_0002269,ORD_001105,PROD_00183,3,172.04,15.91
ITEM_0002270,ORD_001105,PROD_00020,2,175.8,0.0
ITEM_0002271,ORD_001105,PROD_00018,1,224.5,0.0
ITEM_0002272,ORD_001106,PROD_00070,3,444.04,0.0
ITEM_0002273,ORD_001107,PROD_00034,3,74.21,0.0
ITEM_0002274,ORD_001107,PROD_00062,3,281.53,0.0
ITEM_0002275,ORD_001108,PROD_00064,1,396.37,0.0
ITEM_0002276,ORD_001109,PROD_00136,2,315.39,0.0
ITEM_0002277,ORD_001110,PROD_00120,2,247.28,0.0
ITEM_0002278,ORD_001110,PROD_00166,3,135.66,0.0
ITEM_0002279,ORD_001110,PROD_00134,3,285.29,0.0
ITEM_0002280,ORD_001111,PROD_00033,1,268.0,0.0
ITEM_0002281,ORD_001111,PROD_00010,2,258.6,0.0
ITEM_0002282,ORD_001111,PROD_00053,1,453.87,0.0
ITEM_0002283,ORD_001112,PROD_00125,1,311.53,0.0
ITEM_0002284,ORD_001113,PROD_00195,1,85.06,0.0
ITEM_0002285,ORD_001113,PROD_00192,2,346.18,0.0
ITEM_0002286,ORD_001114,PROD_00103,2,210.62,0.0
ITEM_0002287,ORD_001115,PROD_00063,2,199.57,0.0
ITEM_0002288,ORD_001115,PROD_00038,2,229.97,0.0
ITEM_0002289,ORD_001115,PROD_00164,2,477.76,0.0
ITEM_0002290,ORD_001115,PROD_00026,2,161.7,9.51
ITEM_0002291,ORD_001116,PROD_00080,3,91.66,18.19
ITEM_0002292,ORD_001117,PROD_00162,2,467.9,37.75
ITEM_0002293,ORD_001117,PROD_00134,3,285.29,0.0
ITEM_0002294,ORD_001118,PROD_00032,2,59.56,0.0
ITEM_0002295,ORD_001118,PROD_00113,3,315.99,49.25
ITEM_0002296,ORD_001119,PROD_00188,2,468.55,71.42
ITEM_0002297,ORD_001119,PROD_00185,1,340.46,26.14
ITEM_0002298,ORD_001119,PROD_00163,2,341.54,3.01
ITEM_0002299,ORD_001120,PROD_00039,2,394.34,0.0
ITEM_0002300,ORD_001121,PROD_00010,2,258.6,0.0
ITEM_0002301,ORD_001122,PROD_00173,2,328.76,44.02
ITEM_0002302,ORD_001123,PROD_00067,3,416.89,0.0
ITEM_0002303,ORD_001123,PROD_00148,3,293.45,0.0
ITEM_0002304,ORD_001123,PROD_00143,1,174.82,0.0
ITEM_0002305,ORD_001123,PROD_00141,3,262.6,0.0
ITEM_0002306,ORD_001124,PROD_00124,2,79.03,0.0
ITEM_0002307,ORD_001125,PROD_00066,1,31.72,0.0
ITEM_0002308,ORD_001125,PROD_00028,1,345.85,0.0
ITEM_0002309,ORD_001126,PROD_00130,2,33.84,0.0
ITEM_0002310,ORD_001126,PROD_00093,2,108.09,0.0
ITEM_0002311,ORD_001127,PROD_00170,2,212.52,0.0
ITEM_0002312,ORD_001127,PROD_00017,1,51.32,0.0
ITEM_0002313,ORD_001128,PROD_00095,1,484.11,0.0
ITEM_0002314,ORD_001129,PROD_00061,1,477.17,0.0
ITEM_0002315,ORD_001129,PROD_00074,1,224.11,0.0
ITEM_0002316,ORD_001130,PROD_00022,3,149.23,16.13
ITEM_0002317,ORD_001131,PROD_00046,1,82.2,16.17
ITEM_0002318,ORD_001132,PROD_00085,3,224.7,1.78
ITEM_0002319,ORD_001132,PROD_00026,1,161.7,0.0
ITEM_0002320,ORD_001132,PROD_00010,1,258.6,0.0
ITEM_0002321,ORD_001133,PROD_00135,1,257.09,0.0
ITEM_0002322,ORD_001134,PROD_00041,3,391.28,0.0
ITEM_0002323,ORD_001134,PROD_00165,2,478.1,0.0
ITEM_0002324,ORD_001134,PROD_00199,3,354.85,27.92
ITEM_0002325,ORD_001135,PROD_00092,2,498.22,0.0
ITEM_0002326,ORD_001135,PROD_00131,2,330.59,0.0
ITEM_0002327,ORD_001135,PROD_00079,1,333.85,0.0
ITEM_0002328,ORD_001136,PROD_00181,1,324.24,38.11
ITEM_0002329,ORD_001136,PROD_00040,1,474.09,94.65
ITEM_0002330,ORD_001137,PROD_00082,3,490.21,47.22
ITEM_0002331,ORD_001138,PROD_00182,1,427.02,0.0
ITEM_0002332,ORD_001139,PROD_00013,1,294.36,0.0
ITEM_0002333,ORD_001140,PROD_00102,2,499.8,0.0
ITEM_0002334,ORD_001140,PROD_00182,2,427.02,0.0
ITEM_0002335,ORD_001141,PROD_00180,1,62.58,0.0
ITEM_0002336,ORD_001141,PROD_00048,2,36.1,6.32
ITEM_0002337,ORD_001141,PROD_00002,2,181.19,32.04
ITEM_0002338,ORD_001142,PROD_00185,1,340.46,0.0
ITEM_0002339,ORD_001142,PROD_00047,3,410.18,0.0
ITEM_0002340,ORD_001142,PROD_00107,3,435.42,0.0
ITEM_0002341,ORD_001142,PROD_00010,1,258.6,39.91
ITEM_0002342,ORD_001143,PROD_00189,3,379.34,29.64
ITEM_0002343,ORD_001143,PROD_00191,3,40.44,0.0
ITEM_0002344,ORD_001144,PROD_00141,2,262.6,17.47
ITEM_0002345,ORD_001144,PROD_00075,2,199.46,0.0
ITEM_0002346,ORD_001144,PROD_00138,1,189.15,0.0
ITEM_0002347,ORD_001145,PROD_00058,2,262.53,0.0
