review_id,order_id,rating,review_text,review_date,helpful_count
REV_000469,ORD_004182,3,Meets expectations,2024-08-31,44
REV_000470,ORD_000792,3,Average,2023-03-31,21
REV_000471,ORD_000914,3,Fair,2023-09-20,46
REV_000472,ORD_002200,5,Love it!,2024-08-15,40
REV_000473,ORD_004445,5,Exceeded expectations!,2024-10-26,27
REV_000474,ORD_004573,3,Meets expectations,2025-01-05,45
REV_000475,ORD_003963,4,Recommended,2024-09-25,13
REV_000476,ORD_002717,2,Could be better,2024-05-10,10
REV_000477,ORD_000627,5,Exceeded expectations!,2024-03-10,45
REV_000478,ORD_001536,3,Average,2024-01-04,41
REV_000479,ORD_003489,5,Amazing product!,2024-07-09,19
REV_000480,ORD_002930,2,Could be better,2023-02-18,4
REV_000481,ORD_004129,4,Nice,2023-02-23,41
REV_000482,ORD_004318,5,Love it!,2023-05-01,25
REV_000483,ORD_004046,4,Happy with purchase,2023-02-28,28
REV_000484,ORD_000978,5,Excellent!,2024-03-01,23
REV_000485,ORD_004379,3,Fair,2024-04-19,22
REV_000486,ORD_000137,4,Recommended,2024-02-20,5
REV_000487,ORD_002640,2,Could be better,2024-10-30,47
REV_000488,ORD_002391,4,Solid quality,2023-09-29,14
REV_000489,ORD_002506,4,Good product,2024-04-26,9
REV_000490,ORD_004141,3,It's okay,2023-05-27,11
REV_000491,ORD_003729,5,Amazing product!,2024-03-09,5
REV_000492,ORD_002398,4,Recommended,2023-10-24,27
REV_000493,ORD_002732,5,Love it!,2023-10-11,3
REV_000494,ORD_000135,5,Excellent!,2023-09-30,18
REV_000495,ORD_002906,5,Perfect!,2023-02-15,20
REV_000496,ORD_000321,5,Excellent!,2024-04-22,25
REV_000497,ORD_000850,5,Love it!,2024-06-16,15
REV_000498,ORD_002428,5,Excellent!,2024-12-25,28
REV_000499,ORD_000357,5,Perfect!,2024-12-22,24
REV_000500,ORD_000845,1,Very disappointed,2024-09-18,49
REV_000501,ORD_000387,3,Average,2024-11-30,39
REV_000502,ORD_004731,3,Fair,2024-06-22,13
REV_000503,ORD_004320,4,Recommended,2023-04-03,24
REV_000504,ORD_001963,3,Average,2024-01-03,31
REV_000505,ORD_001041,4,Happy with purchase,2024-12-07,19
REV_000506,ORD_001529,3,Meets expectations,2023-01-15,10
REV_000507,ORD_003852,4,Good product,2024-01-27,11
REV_000508,ORD_004392,3,Decent,2024-02-09,40
REV_000509,ORD_003460,4,Good product,2023-07-24,8
REV_000510,ORD_003805,3,Average,2024-05-03,27
REV_000511,ORD_002692,1,Very disappointed,2023-02-07,45
REV_000512,ORD_000533,4,Nice,2023-04-13,29
REV_000513,ORD_004670,4,Nice,2024-05-06,18
REV_000514,ORD_002110,4,Nice,2023-04-05,4
REV_000515,ORD_002322,4,Good product,2024-06-21,26
REV_000516,ORD_000349,3,Average,2023-05-11,29
REV_000517,ORD_000154,5,Excellent!,2023-06-27,18
REV_000518,ORD_000832,2,Could be better,2023-02-18,30
REV_000519,ORD_004342,3,Average,2024-12-27,20
REV_000520,ORD_001875,3,Decent,2024-10-03,32
REV_000521,ORD_000825,2,Not great,2024-12-19,1
REV_000522,ORD_000822,5,Love it!,2024-04-01,29
REV_000523,ORD_003430,5,Love it!,2024-05-14,25
REV_000524,ORD_001567,4,Nice,2023-08-13,47
REV_000525,ORD_003656,4,Good product,2023-08-06,11
REV_000526,ORD_004036,5,Excellent!,2023-07-24,22
REV_000527,ORD_003560,3,It's okay,2023-06-15,46
REV_000528,ORD_000484,4,Solid quality,2023-01-26,29
REV_000529,ORD_002945,3,It's okay,2024-10-28,26
REV_000530,ORD_000956,2,Disappointed,2024-08-23,1
REV_000531,ORD_000919,3,Average,2024-07-19,12
REV_000532,ORD_001533,5,Excellent!,2023-02-18,25
REV_000533,ORD_002034,5,Exceeded expectations!,2023-12-30,4
REV_000534,ORD_000625,5,Exceeded expectations!,2023-11-15,37
REV_000535,ORD_004480,5,Amazing product!,2023-09-08,12
REV_000536,ORD_003736,5,Amazing product!,2024-05-20,23
REV_000537,ORD_002460,4,Happy with purchase,2023-12-29,37
REV_000538,ORD_004165,1,Very disappointed,2023-09-21,34
REV_000539,ORD_001388,3,Decent,2023-02-14,14
REV_000540,ORD_001401,3,Fair,2024-09-02,23
REV_000541,ORD_001103,5,Excellent!,2024-02-18,21
REV_000542,ORD_004704,3,Meets expectations,2023-02-09,20
REV_000543,ORD_003250,3,It's okay,2024-12-25,46
REV_000544,ORD_000879,5,Perfect!,2023-02-20,0
REV_000545,ORD_003849,5,Excellent!,2023-10-24,37
REV_000546,ORD_004843,5,Love it!,2024-02-16,13
REV_000547,ORD_000881,4,Nice,2024-01-12,5
REV_000548,ORD_004980,5,Exceeded expectations!,2023-05-04,15
REV_000549,ORD_002427,5,Perfect!,2023-06-12,3
REV_000550,ORD_001222,5,Perfect!,2023-06-09,34
REV_000551,ORD_000129,3,It's okay,2024-06-02,10
REV_000552,ORD_003504,3,Average,2023-10-13,33
REV_000553,ORD_004302,3,Meets expectations,2023-08-25,39
REV_000554,ORD_000469,4,Solid quality,2023-05-06,27
REV_000555,ORD_004173,3,It's okay,2024-12-06,45
REV_000556,ORD_000803,4,Solid quality,2024-02-12,16
REV_000557,ORD_004835,4,Happy with purchase,2024-09-26,24
REV_000558,ORD_004262,3,It's okay,2024-04-17,20
REV_000559,ORD_003373,5,Amazing product!,2024-07-06,24
REV_000560,ORD_000636,5,Love it!,2023-09-12,18
REV_000561,ORD_000267,4,Recommended,2023-10-17,44
REV_000562,ORD_000198,5,Amazing product!,2023-09-14,18
REV_000563,ORD_001282,4,Recommended,2024-09-05,35
REV_000564,ORD_001180,3,Meets expectations,2024-04-21,25
REV_000565,ORD_000892,4,Good product,2024-03-29,6
REV_000566,ORD_004745,3,Meets expectations,2024-06-23,25
REV_000567,ORD_002724,4,Recommended,2024-02-04,0
REV_000568,ORD_000318,4,Solid quality,2024-08-28,42
REV_000569,ORD_002620,5,Exceeded expectations!,2023-10-22,31
REV_000570,ORD_000748,3,It's okay,2023-10-23,48
REV_000571,ORD_004403,3,Decent,2024-01-04,34
REV_000572,ORD_003683,5,Perfect!,2023-04-29,6
REV_000573,ORD_003142,3,Decent,2023-11-08,14
REV_000574,ORD_000561,5,Exceeded expectations!,2023-12-28,46
REV_000575,ORD_000734,5,Exceeded expectations!,2024-07-06,31
REV_000576,ORD_001405,3,Average,2024-03-08,31
REV_000577,ORD_002338,5,Exceeded expectations!,2024-01-26,39
REV_000578,ORD_002988,4,Nice,2024-10-20,19
REV_000579,ORD_001917,5,Amazing product!,2024-11-26,6
REV_000580,ORD_003182,4,Solid quality,2023-02-28,41
REV_000581,ORD_002032,5,Exceeded expectations!,2024-08-31,44
REV_000582,ORD_002091,4,Happy with purchase,2024-02-09,35
REV_000583,ORD_003856,4,Solid quality,2024-12-17,14
REV_000584,ORD_003192,4,Recommended,2023-07-11,33
REV_000585,ORD_002263,5,Love it!,2023-08-19,23
REV_000586,ORD_002485,4,Solid quality,2023-10-01,22
REV_000587,ORD_000986,2,Could be better,2024-08-20,12
REV_000588,ORD_000120,4,Solid quality,2023-12-04,40
REV_000589,ORD_000922,4,Nice,2023-11-27,38
REV_000590,ORD_000458,1,Waste of money,2024-02-27,33
REV_000591,ORD_002381,5,Perfect!,2023-09-29,5
REV_000592,ORD_000817,5,Amazing product!,2023-03-16,50
REV_000593,ORD_002889,4,Happy with purchase,2024-07-21,50
REV_000594,ORD_004725,4,Happy with purchase,2024-06-12,38
REV_000595,ORD_004688,3,Fair,2024-12-16,18
REV_000596,ORD_000232,3,Average,2023-02-24,49
REV_000597,ORD_002977,3,Decent,2023-10-12,33
REV_000598,ORD_002953,4,Recommended,2024-11-13,23
REV_000599,ORD_001036,4,Solid quality,2024-02-21,31
REV_000600,ORD_004217,5,Excellent!,2023-06-27,43
REV_000601,ORD_004728,2,Disappointed,2024-04-07,17
REV_000602,ORD_001686,5,Excellent!,2023-03-01,40
REV_000603,ORD_000378,4,Nice,2024-09-05,28
REV_000604,ORD_001023,3,Meets expectations,2024-11-24,7
REV_000605,ORD_002366,5,Love it!,2023-08-29,26
REV_000606,ORD_002019,2,Below expectations,2023-06-06,17
REV_000607,ORD_004266,5,Amazing product!,2024-12-03,7
REV_000608,ORD_003300,5,Perfect!,2024-08-02,50
REV_000609,ORD_002591,3,Fair,2024-08-27,26
REV_000610,ORD_004722,4,Recommended,2023-09-09,10
REV_000611,ORD_001244,3,Fair,2023-01-17,44
REV_000612,ORD_002568,3,Average,2023-04-15,11
REV_000613,ORD_000537,3,Decent,2024-08-21,13
REV_000614,ORD_001467,1,Terrible,2023-06-17,36
REV_000615,ORD_004904,4,Happy with purchase,2023-11-03,19
REV_000616,ORD_004958,5,Exceeded expectations!,2023-05-18,4
REV_000617,ORD_000480,3,It's okay,2023-03-08,2
REV_000618,ORD_003450,4,Nice,2023-06-17,28
REV_000619,ORD_004613,5,Excellent!,2023-10-04,23
REV_000620,ORD_004369,2,Not great,2023-07-21,40
REV_000621,ORD_004858,5,Perfect!,2024-09-02,0
REV_000622,ORD_002402,5,Exceeded expectations!,2023-02-03,13
REV_000623,ORD_002728,2,Meh,2023-07-01,47
REV_000624,ORD_002975,3,Meets expectations,2024-08-16,18
REV_000625,ORD_004135,5,Perfect!,2023-10-27,17
REV_000626,ORD_000471,5,Excellent!,2024-08-10,22
REV_000627,ORD_002697,5,Perfect!,2023-07-12,22
REV_000628,ORD_004900,2,Below expectations,2023-10-22,12
REV_000629,ORD_003923,5,Love it!,2024-09-09,23
REV_000630,ORD_001576,4,Nice,2023-03-30,25
REV_000631,ORD_000313,4,Solid quality,2024-03-04,39
REV_000632,ORD_003015,5,Amazing product!,2023-02-08,47
REV_000633,ORD_004319,1,Do not buy,2024-12-21,50
REV_000634,ORD_000012,5,Exceeded expectations!,2024-04-12,30
REV_000635,ORD_002465,4,Good product,2023-08-05,19
REV_000636,ORD_003494,5,Excellent!,2024-06-03,5
REV_000637,ORD_001310,4,Happy with purchase,2023-03-20,18
REV_000638,ORD_003004,2,Could be better,2024-12-20,46
REV_000639,ORD_003622,2,Disappointed,2023-08-14,4
REV_000640,ORD_002067,2,Below expectations,2023-11-27,46
REV_000641,ORD_004287,4,Recommended,2023-07-27,41
REV_000642,ORD_001201,3,Fair,2023-12-05,7
REV_000643,ORD_003812,3,Decent,2024-11-01,9
REV_000644,ORD_002484,5,Perfect!,2023-01-17,6
REV_000645,ORD_001623,5,Love it!,2024-10-31,24
REV_000646,ORD_000428,4,Happy with purchase,2023-04-25,25
REV_000647,ORD_002760,3,Fair,2023-06-29,34
REV_000648,ORD_001268,5,Excellent!,2023-04-10,26
REV_000649,ORD_004797,4,Nice,2024-08-24,43
REV_000650,ORD_001804,5,Perfect!,2023-06-23,26
REV_000651,ORD_001945,3,Average,2023-04-22,2
REV_000652,ORD_002614,4,Good product,2024-03-10,43
REV_000653,ORD_001395,5,Amazing product!,2023-11-02,1
REV_000654,ORD_003642,3,It's okay,2025-01-07,36
REV_000655,ORD_003306,2,Disappointed,2023-11-08,38
REV_000656,ORD_001671,4,Nice,2023-05-28,12
REV_000657,ORD_003066,3,Fair,2024-10-28,4
REV_000658,ORD_003893,4,Good product,2024-03-18,48
REV_000659,ORD_002818,4,Nice,2023-03-27,9
REV_000660,ORD_004085,5,Love it!,2023-05-06,0
REV_000661,ORD_001027,1,Poor quality,2023-12-22,44
REV_000662,ORD_003359,3,Average,2024-10-05,19
REV_000663,ORD_001211,5,Excellent!,2023-10-29,42
REV_000664,ORD_000250,1,Very disappointed,2023-05-02,24
REV_000665,ORD_004341,4,Good product,2023-09-14,38
REV_000666,ORD_000217,5,Amazing product!,2023-04-20,10
REV_000667,ORD_004025,1,Poor quality,2024-05-25,11
REV_000668,ORD_002242,4,Good product,2024-06-08,43
REV_000669,ORD_001756,2,Could be better,2023-07-15,24
REV_000670,ORD_004163,5,Amazing product!,2023-10-22,8
REV_000671,ORD_004483,3,Meets expectations,2024-07-15,32
REV_000672,ORD_002663,3,Decent,2024-01-25,9
REV_000673,ORD_004431,5,Excellent!,2024-10-16,44
REV_000674,ORD_003423,5,Excellent!,2023-02-25,39
REV_000675,ORD_003927,5,Exceeded expectations!,2024-08-15,13
REV_000676,ORD_002947,2,Meh,2024-03-12,1
REV_000677,ORD_002986,5,Exceeded expectations!,2023-09-06,5
REV_000678,ORD_002303,5,Perfect!,2024-08-25,11
REV_000679,ORD_000788,4,Nice,2024-04-07,15
REV_000680,ORD_000669,5,Excellent!,2023-07-18,5
REV_000681,ORD_004679,2,Meh,2023-08-06,3
REV_000682,ORD_001640,3,Decent,2023-05-29,14
REV_000683,ORD_002295,5,Exceeded expectations!,2023-12-05,28
REV_000684,ORD_003795,3,Decent,2024-02-23,31
REV_000685,ORD_003526,2,Below expectations,2024-04-21,6
REV_000686,ORD_004311,5,Love it!,2024-10-30,46
REV_000687,ORD_003418,5,Exceeded expectations!,2024-11-05,19
REV_000688,ORD_001552,5,Exceeded expectations!,2023-09-16,22
REV_000689,ORD_000218,3,Fair,2024-12-01,40
REV_000690,ORD_000618,3,Average,2023-12-02,16
REV_000691,ORD_004212,4,Solid quality,2023-02-25,16
REV_000692,ORD_001624,3,It's okay,2023-07-23,45
REV_000693,ORD_002985,3,It's okay,2024-09-01,22
REV_000694,ORD_001195,4,Happy with purchase,2023-11-16,8
REV_000695,ORD_003477,5,Perfect!,2024-02-28,24
REV_000696,ORD_003917,3,Fair,2024-11-17,24
REV_000697,ORD_000560,5,Exceeded expectations!,2023-09-03,10
REV_000698,ORD_003197,5,Love it!,2025-01-15,44
REV_000699,ORD_004324,4,Happy with purchase,2023-10-19,11
REV_000700,ORD_003699,3,It's okay,2024-05-25,45
REV_000701,ORD_000885,4,Solid quality,2024-08-28,24
REV_000702,ORD_002309,3,Meets expectations,2023-05-14,4
REV_000703,ORD_000810,4,Nice,2023-03-27,40
REV_000704,ORD_001802,5,Excellent!,2024-05-29,28
REV_000705,ORD_001299,2,Meh,2023-09-01,31
REV_000706,ORD_001373,2,Below expectations,2023-06-13,14
REV_000707,ORD_003275,2,Below expectations,2024-12-27,28
REV_000708,ORD_003763,3,Meets expectations,2024-04-15,9
REV_000709,ORD_002761,2,Below expectations,2023-07-04,29
REV_000710,ORD_003905,5,Perfect!,2023-12-13,23
REV_000711,ORD_001766,4,Nice,2023-12-03,11
REV_000712,ORD_001523,5,Perfect!,2023-05-29,46
REV_000713,ORD_003021,5,Perfect!,2023-05-22,41
REV_000714,ORD_000053,3,Fair,2023-10-15,0
REV_000715,ORD_001190,4,Recommended,2024-08-11,47
REV_000716,ORD_004450,4,Nice,2023-09-02,34
REV_000717,ORD_000060,3,It's okay,2024-05-09,4
REV_000718,ORD_002201,3,It's okay,2023-07-01,41
REV_000719,ORD_002790,1,Terrible,2023-01-26,11
REV_000720,ORD_004425,3,It's okay,2023-02-24,24
REV_000721,ORD_004772,4,Recommended,2024-08-02,11
REV_000722,ORD_000635,3,Average,2024-12-31,9
REV_000723,ORD_001593,3,It's okay,2023-03-09,50
REV_000724,ORD_001208,5,Excellent!,2023-05-29,1
REV_000725,ORD_003775,4,Nice,2023-12-11,13
REV_000726,ORD_002074,3,Fair,2023-07-24,5
REV_000727,ORD_002281,5,Excellent!,2023-07-05,36
REV_000728,ORD_004637,5,Love it!,2025-01-15,4
REV_000729,ORD_000707,3,Average,2023-05-03,5
REV_000730,ORD_001144,4,Nice,2024-07-18,38
REV_000731,ORD_002992,5,Perfect!,2024-01-22,14
REV_000732,ORD_001814,5,Perfect!,2024-10-27,9
REV_000733,ORD_002147,4,Recommended,2023-03-30,11
REV_000734,ORD_004894,4,Recommended,2023-03-04,4
REV_000735,ORD_002358,5,Excellent!,2023-03-12,19
REV_000736,ORD_002519,5,Exceeded expectations!,2023-07-20,30
REV_000737,ORD_000916,4,Good product,2023-09-12,47
REV_000738,ORD_002731,4,Recommended,2023-07-20,43
REV_000739,ORD_000048,3,Decent,2023-06-13,18
REV_000740,ORD_004492,5,Perfect!,2023-09-13,47
REV_000741,ORD_001546,5,Perfect!,2024-12-30,33
REV_000742,ORD_004286,3,Meets expectations,2024-12-02,15
REV_000743,ORD_001969,3,Fair,2023-10-20,39
REV_000744,ORD_000965,1,Poor quality,2023-03-21,20
REV_000745,ORD_002634,3,Average,2024-05-16,7
REV_000746,ORD_000020,3,Meets expectations,2024-03-15,16
REV_000747,ORD_001932,4,Solid quality,2023-08-28,44
REV_000748,ORD_002064,5,Love it!,2024-02-22,16
REV_000749,ORD_000868,5,Amazing product!,2024-11-29,13
REV_000750,ORD_001953,5,Amazing product!,2023-01-18,23
REV_000751,ORD_003648,3,Fair,2024-03-24,23
REV_000752,ORD_002345,3,It's okay,2023-09-03,0
REV_000753,ORD_004248,4,Happy with purchase,2024-02-08,40
REV_000754,ORD_001448,3,It's okay,2023-04-02,0
REV_000755,ORD_000059,3,Decent,2023-08-09,17
REV_000756,ORD_002949,4,Good product,2024-01-23,21
REV_000757,ORD_003361,4,Nice,2023-06-15,27
REV_000758,ORD_002799,5,Perfect!,2023-11-25,44
REV_000759,ORD_004027,5,Perfect!,2023-10-26,43
REV_000760,ORD_000176,5,Love it!,2024-12-11,16
REV_000761,ORD_002230,4,Recommended,2023-03-05,21
REV_000762,ORD_000998,5,Exceeded expectations!,2024-10-20,7
REV_000763,ORD_002265,3,Decent,2024-11-09,34
REV_000764,ORD_003488,5,Amazing product!,2023-03-14,17
REV_000765,ORD_000656,4,Good product,2024-10-03,0
REV_000766,ORD_000818,3,It's okay,2023-04-24,50
REV_000767,ORD_004205,4,Nice,2023-06-06,33
REV_000768,ORD_004343,4,Recommended,2024-12-17,16
REV_000769,ORD_000532,3,Decent,2024-06-09,37
REV_000770,ORD_002425,3,It's okay,2023-09-22,26
REV_000771,ORD_001881,4,Solid quality,2024-11-03,43
REV_000772,ORD_001321,4,Solid quality,2024-06-08,39
REV_000773,ORD_002579,5,Excellent!,2023-11-08,31
REV_000774,ORD_000068,5,Love it!,2023-12-07,21
REV_000775,ORD_001042,5,Perfect!,2024-12-24,18
REV_000776,ORD_001929,3,Average,2024-05-31,15
REV_000777,ORD_004692,3,Decent,2023-08-08,4
REV_000778,ORD_001374,3,It's okay,2023-08-28,7
REV_000779,ORD_004977,4,Nice,2024-07-15,18
REV_000780,ORD_003229,5,Amazing product!,2023-03-06,17
REV_000781,ORD_003721,3,Decent,2023-10-01,7
REV_000782,ORD_001717,4,Recommended,2024-06-16,45
REV_000783,ORD_001470,2,Below expectations,2023-04-22,31
REV_000784,ORD_001206,2,Meh,2024-11-12,1
REV_000785,ORD_000117,3,Meets expectations,2023-03-14,12
REV_000786,ORD_004538,5,Exceeded expectations!,2024-01-24,35
REV_000787,ORD_004184,5,Love it!,2024-08-12,13
REV_000788,ORD_000873,5,Love it!,2023-10-15,7
REV_000789,ORD_002880,5,Excellent!,2023-01-20,45
REV_000790,ORD_000376,2,Meh,2024-03-19,23
REV_000791,ORD_002961,2,Disappointed,2023-12-28,15
REV_000792,ORD_001746,5,Exceeded expectations!,2024-10-01,14
REV_000793,ORD_001845,5,Perfect!,2023-05-06,39
REV_000794,ORD_001605,4,Happy with purchase,2023-12-27,42
REV_000795,ORD_004588,2,Could be better,2023-10-13,30
REV_000796,ORD_003216,3,It's okay,2023-12-10,19
REV_000797,ORD_003993,5,Perfect!,2024-01-14,7
REV_000798,ORD_001568,4,Solid quality,2023-04-13,9
REV_000799,ORD_003614,4,Recommended,2024-05-21,46
REV_000800,ORD_002530,4,Recommended,2023-05-03,18
REV_000801,ORD_001349,2,Disappointed,2024-12-19,50
REV_000802,ORD_002715,4,Nice,2023-01-12,16
REV_000803,ORD_001455,5,Love it!,2023-03-05,31
REV_000804,ORD_000326,4,Recommended,2024-06-17,19
REV_000805,ORD_004544,3,Meets expectations,2023-06-21,19
REV_000806,ORD_001308,5,Exceeded expectations!,2023-05-24,38
REV_000807,ORD_002763,4,Happy with purchase,2024-03-28,21
REV_000808,ORD_000861,5,Amazing product!,2025-01-02,25
REV_000809,ORD_003900,4,Nice,2023-12-19,1
REV_000810,ORD_000607,5,Exceeded expectations!,2024-05-28,31
REV_000811,ORD_004789,5,Amazing product!,2024-11-14,36
REV_000812,ORD_001076,4,Good product,2024-09-08,10
REV_000813,ORD_004033,5,Love it!,2024-08-06,27
REV_000814,ORD_001583,4,Recommended,2023-02-08,10
REV_000815,ORD_004270,4,Recommended,2024-05-23,42
REV_000816,ORD_001935,5,Excellent!,2024-12-26,4
REV_000817,ORD_000156,4,Good product,2023-12-12,37
REV_000818,ORD_004488,5,Amazing product!,2025-01-20,49
REV_000819,ORD_000643,3,Decent,2023-09-28,43
REV_000820,ORD_000648,5,Perfect!,2024-04-08,37
REV_000821,ORD_004575,5,Excellent!,2024-04-03,50
REV_000822,ORD_002871,2,Not great,2024-08-25,32
REV_000823,ORD_001124,3,Meets expectations,2024-07-14,41
REV_000824,ORD_001721,4,Happy with purchase,2023-10-12,22
REV_000825,ORD_000295,5,Excellent!,2024-10-17,32
REV_000826,ORD_004770,3,Fair,2023-12-08,29
REV_000827,ORD_003205,3,Decent,2024-01-03,14
REV_000828,ORD_002370,5,Love it!,2024-02-05,22
REV_000829,ORD_003738,4,Happy with purchase,2024-10-20,14
REV_000830,ORD_001453,4,Good product,2024-08-03,11
REV_000831,ORD_002476,5,Excellent!,2023-10-15,31
REV_000832,ORD_003069,4,Happy with purchase,2024-03-23,6
REV_000833,ORD_001964,5,Amazing product!,2024-12-13,34
REV_000834,ORD_000906,4,Good product,2023-09-25,44
REV_000835,ORD_002017,5,Amazing product!,2023-09-06,29
REV_000836,ORD_003005,5,Love it!,2023-10-07,41
REV_000837,ORD_001167,4,Recommended,2024-04-10,40
REV_000838,ORD_004559,4,Good product,2023-11-27,45
REV_000839,ORD_003555,5,Amazing product!,2024-12-09,13
REV_000840,ORD_000214,5,Perfect!,2024-08-31,36
REV_000841,ORD_004851,3,Decent,2024-05-28,25
REV_000842,ORD_004856,2,Below expectations,2023-11-16,46
REV_000843,ORD_001216,5,Perfect!,2023-07-24,17
REV_000844,ORD_001887,5,Exceeded expectations!,2023-09-06,20
REV_000845,ORD_000153,5,Amazing product!,2023-02-03,30
REV_000846,ORD_002307,5,Excellent!,2023-01-28,2
REV_000847,ORD_000027,5,Love it!,2023-08-16,29
REV_000848,ORD_004307,5,Perfect!,2024-10-24,9
REV_000849,ORD_003834,5,Amazing product!,2023-02-09,23
REV_000850,ORD_004765,5,Excellent!,2024-06-26,7
REV_000851,ORD_001098,2,Meh,2024-11-01,40
REV_000852,ORD_001628,3,Meets expectations,2024-01-13,0
REV_000853,ORD_003242,3,It's okay,2023-02-11,8
REV_000854,ORD_003378,4,Good product,2024-02-06,31
REV_000855,ORD_000499,4,Good product,2023-10-12,34
REV_000856,ORD_004891,4,Solid quality,2023-11-05,6
REV_000857,ORD_001811,5,Perfect!,2023-12-30,26
REV_000858,ORD_002937,4,Good product,2023-12-29,31
REV_000859,ORD_000917,5,Amazing product!,2023-03-29,40
REV_000860,ORD_004132,4,Recommended,2024-10-27,45
REV_000861,ORD_002124,5,Amazing product!,2024-04-06,23
REV_000862,ORD_000768,2,Below expectations,2024-12-31,22
REV_000863,ORD_002045,3,Average,2024-08-07,8
REV_000864,ORD_000302,5,Love it!,2024-06-04,29
REV_000865,ORD_004008,3,Decent,2023-04-29,2
REV_000866,ORD_004349,5,Love it!,2023-05-16,50
REV_000867,ORD_003256,2,Meh,2023-09-08,0
REV_000868,ORD_003970,4,Good product,2024-03-04,41
REV_000869,ORD_004003,5,Exceeded expectations!,2024-04-19,14
REV_000870,ORD_001577,5,Love it!,2024-03-10,6
REV_000871,ORD_001915,5,Love it!,2023-05-23,39
REV_000872,ORD_000963,3,It's okay,2023-03-10,3
REV_000873,ORD_003118,5,Exceeded expectations!,2023-02-05,25
REV_000874,ORD_000355,5,Exceeded expectations!,2024-05-01,16
REV_000875,ORD_003651,5,Love it!,2023-08-16,42
REV_000876,ORD_004083,5,Love it!,2023-12-02,24
REV_000877,ORD_002171,3,Fair,2023-09-10,29
REV_000878,ORD_004281,2,Below expectations,2024-06-26,27
REV_000879,ORD_002864,2,Not great,2024-12-15,10
REV_000880,ORD_003979,5,Excellent!,2023-05-11,5
REV_000881,ORD_000495,3,Average,2024-03-31,11
REV_000882,ORD_003704,4,Solid quality,2023-08-04,1
REV_000883,ORD_004053,4,Good product,2023-04-12,30
REV_000884,ORD_002044,4,Solid quality,2023-01-28,10
REV_000885,ORD_001622,5,Excellent!,2023-09-28,29
REV_000886,ORD_004293,5,Excellent!,2023-08-06,37
REV_000887,ORD_002554,5,Amazing product!,2025-01-06,11
REV_000888,ORD_002594,5,Amazing product!,2023-09-07,19
REV_000889,ORD_004981,2,Meh,2024-12-27,35
REV_000890,ORD_004117,4,Recommended,2024-12-04,46
REV_000891,ORD_004874,4,Solid quality,2024-08-10,7
REV_000892,ORD_004987,4,Recommended,2023-10-17,9
REV_000893,ORD_001736,5,Perfect!,2024-08-13,14
REV_000894,ORD_001619,5,Amazing product!,2024-03-21,24
REV_000895,ORD_002453,3,Decent,2024-08-22,29
REV_000896,ORD_003929,5,Exceeded expectations!,2023-08-28,37
REV_000897,ORD_001548,5,Love it!,2024-02-08,10
REV_000898,ORD_000931,5,Amazing product!,2023-08-05,20
REV_000899,ORD_002297,5,Exceeded expectations!,2024-11-29,36
REV_000900,ORD_002859,5,Love it!,2023-05-02,6
REV_000901,ORD_002910,2,Could be better,2024-10-15,3
REV_000902,ORD_003224,5,Perfect!,2024-09-16,8
REV_000903,ORD_002317,3,It's okay,2023-10-20,34
REV_000904,ORD_004011,4,Recommended,2024-01-11,46
REV_000905,ORD_002479,5,Love it!,2023-03-15,41
REV_000906,ORD_000383,5,Love it!,2023-05-13,47
REV_000907,ORD_002063,5,Excellent!,2024-10-09,36
REV_000908,ORD_003438,3,Fair,2024-10-18,12
REV_000909,ORD_004362,5,Love it!,2025-01-06,44
REV_000910,ORD_002494,4,Good product,2023-09-28,6
REV_000911,ORD_003070,5,Excellent!,2025-01-09,33
REV_000912,ORD_004332,4,Recommended,2023-04-02,12
REV_000913,ORD_003016,4,Solid quality,2023-10-11,21
REV_000914,ORD_001955,5,Love it!,2024-06-19,45
REV_000915,ORD_001592,4,Nice,2023-05-30,24
REV_000916,ORD_004824,5,Excellent!,2023-11-14,16
REV_000917,ORD_003998,4,Nice,2023-04-20,3
REV_000918,ORD_002779,4,Recommended,2024-05-13,35
REV_000919,ORD_002665,5,Excellent!,2023-02-13,22
REV_000920,ORD_003629,5,Amazing product!,2023-08-03,17
REV_000921,ORD_004358,5,Amazing product!,2023-07-04,29
REV_000922,ORD_002685,5,Perfect!,2023-01-28,43
REV_000923,ORD_002164,5,Love it!,2023-07-03,11
REV_000924,ORD_004091,3,Meets expectations,2023-08-04,1
REV_000925,ORD_003114,5,Perfect!,2024-05-17,36
REV_000926,ORD_001466,5,Amazing product!,2023-11-11,19
REV_000927,ORD_003410,5,Excellent!,2024-05-31,7
REV_000928,ORD_004516,5,Love it!,2023-09-28,48
REV_000929,ORD_000930,4,Solid quality,2023-06-09,24
REV_000930,ORD_003822,5,Amazing product!,2023-10-14,19
REV_000931,ORD_000867,4,Good product,2024-10-28,39
REV_000932,ORD_000393,4,Recommended,2024-02-02,12
REV_000933,ORD_003918,5,Perfect!,2023-03-17,24
REV_000934,ORD_003095,3,Meets expectations,2023-01-13,31
REV_000935,ORD_004973,4,Nice,2023-01-28,2
REV_000936,ORD_004659,5,Love it!,2024-05-13,12
REV_000937,ORD_003696,4,Happy with purchase,2023-01-14,12
REV_000938,ORD_004757,5,Amazing product!,2023-05-02,4
REV_000939,ORD_001415,4,Good product,2024-04-10,45
